16	118
21	111
23	106
18	112
3	113
12	102
8	104
12	112
16	104
21	107
10	101
16	103
7	114
46	127
43	126
26	128
41	142
30	138
38	131
45	132
48	137
35	136
27	141
37	128
34	133
26	140
37	138
41	139
32	131
34	134
35	152
48	139
38	146
38	131
33	141
38	137
49	126
29	138
48	126
46	142
32	138
32	143
28	139
35	145
45	127
27	135
49	131
40	132
26	143
38	131
33	134
36	131
46	151
46	136
36	129
48	147
47	126
41	128
42	152
32	132
37	129
45	127
31	140
26	133
28	151
43	145
44	133
33	132
42	140
31	131
26	144
37	133
49	135
41	139
47	139
27	144
47	127
34	137
34	139
43	143
36	131
48	132
43	144
33	131
36	136
30	133
49	129
48	139
31	143
32	136
46	147
47	151
32	128
31	138
29	134
28	130
29	146
32	152
44	135
34	152
48	139
36	131
35	143
29	137
33	136
28	141
33	135
34	147
49	134
38	136
32	134
34	151
47	145
56	151
59	155
56	179
52	155
69	161
65	176
58	177
59	155
66	176
59	159
63	166
56	168
58	153
67	160
56	156
53	162
51	151
64	167
65	162
58	168
65	159
58	159
70	158
53	162
52	162
70	159
59	155
73	154
72	160
53	168
56	177
72	161
61	162
52	162
62	160
70	164
68	154
71	164
53	170
62	157
55	151
65	165
53	179
69	165
68	151
64	152
68	161
70	163
51	161
67	166
66	153
69	154
61	152
57	166
57	153
67	153
74	163
63	179
58	152
58	158
51	156
63	164
57	170
73	154
68	165
67	156
58	167
65	151
62	158
59	161
72	165
67	164
56	179
58	165
54	163
73	172
67	178
59	158
51	165
67	164
73	166
61	168
57	172
62	169
58	169
55	162
51	171
74	157
69	155
56	156
71	167
71	164
55	178
62	157
69	160
73	160
58	162
70	155
53	153
51	165
92	153
74	178
16	195
23	126
26	131
64	140
78	161
84	169
65	165
10	105
5	117
63	113
27	156
64	195
3	109
8	165
85	104
43	116
91	143
48	137
8	131
10	185
95	128
40	155
89	116
22	129
40	195
69	186
19	137
30	142
39	192
89	153
6	120
72	182
64	191
30	168
81	187
68	154
27	127
68	187
40	183
15	167
61	180
76	187
3	165
62	182
53	115
76	112
74	140
57	113
